_id,Invoice Number,Order Number,Issue Date,Due Date,Subtotal,Total Tax,Total Amount,Due Amount,Currency,Vendor Name,Vendor Address,Vendor Company ID,Vendor VAT Number,Customer Name,Customer Company ID,Customer VAT Number,Account Number,Sort Code,Terms,Notes,Description,Quantity,Amount Base,Tax Rate,Item Amount
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,,60.98,,
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BOX,,228.67,,
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"SPA INTENSE 18X 500GLA
Langlopende deal
NET",3030,,6.006,"235,74
32,46-
203 28"
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"KRAT + FLES SPA 18X 500GLA
PAL 1000X1200 CHEP",301,,,150.00
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,SPA REINE18X 500GLA,60,,6.0,471.48
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"Langlopende deal
NET",60,,6.0,"64,92-
406,56"
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"KRAT + FLES SPA 18X 500GLA
PAL 1000X1200 CHEP",1,,,300.00
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,SPA INTENSE 28X 250GLA,80,,6.0,514.72
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"Langlopende deal
NET",80,,6.0,"70,92-
443.80"
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"KRAT + FLES SPA 28X 250GLA
PAL 1000X1200 CHEP",801,,,400.00
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"SPA REINE 6X1000PET
Langlopende deal",150150,,6.0,"574,95
29,91-"
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,PAL 1000X1200 CHEP,1,,,
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,SPA REINE 12X1000GLA,240,,6.0,1181.52
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,Langlopende deal,240,,,45.63
5effd1e99d87960df6161a22,2018025409,4504647999,2018-12-11,2019-03-01,4329.6,259.78,6519.38,6519.38,eur,A- SPADEL N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,PAL 1000X1200 CHEP,6,,,
5effd1ea9d87960df6161a23,"742-8105
N:16244407",10637166,2016-08-10,2016-06-22,1714.9,342.98,2057.88,2057.88,eur,CHUBB FRANCE,,,59110,INBEV LA MADELEINE,501508,825,,,,,,15.04,,20.0,1504.0
5effd1ea9d87960df6161a23,"742-8105
N:16244407",10637166,2016-08-10,2016-06-22,1714.9,342.98,2057.88,2057.88,eur,CHUBB FRANCE,,,59110,INBEV LA MADELEINE,501508,825,,,,,,1.0,,20.0,120.8
5effd1ea9d87960df6161a23,"742-8105
N:16244407",10637166,2016-08-10,2016-06-22,1714.9,342.98,2057.88,2057.88,eur,CHUBB FRANCE,,,59110,INBEV LA MADELEINE,501508,825,,,,,,1.0,,20.0,90.1
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,DGETBOX 01/2018,9.0,,,
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"[JULIE VERYSSER] DEMAT
BUDGETBOX CUBANISTO X6
2E
[JULIE VERYSSER] DEMAT",4.0,2.0,20.0,1.33
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"BUDGETBOX LEFFE
20X33/20x25CL 1.5E
[JULIE VERYSSER] DEMAT",3.0,1.5,20.0,0.75
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"BUDGETBOX LEFFE
SPECIALES 0.40E",2.0,0.4,20.0,0.13
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,DGETBOX LEFFE 02/2018,3.0,,,
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,[JULIE VERYSER] DEMAT,,,,
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"BUDGETBOX LEFFE ROYALE
1.20E",3.0,1.2,20.0,0.6
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,DGET BOX CUBANISTO 1.20,14.0,,,
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"[JULIE VERYSER] DEMAT
BUDGET BOX CUBANISTO",14.0,1.2,20.0,2.8
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"L1.20E
2 PACKS CORONA 3E",588.0,,,
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"[JULIE VERYSER] DEMAT
LCL 2 PACKS CORONA 3E",588.0,3.0,20.0,294.0
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,M PACK CORONA 08/2018,742.0,,,
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"[JULIE VERYSER] DEMAT
ITM OFR1 PACK CORONA",155.0,2.5,20.0,64.58
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"2.50E VERYSER] DEMAT
[JULIE
ITM OFR2 PACK CORONA",254.0,1.8,20.0,76.2
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"1.80E
[JULIE VERYSER] DEMAT
ITM OFR3 PACK CORONA 1E",106.0,1.0,20.0,17.67
5effd1ea9d87960df6161a24,R20180988781,R20180988781,2018-09-30,2018-11-30,2668.67,533.73,3202.4,3202.4,eur,HishceD,"- SAS au capital de 636 966 euros
Aix en Provence - APE 7311Z - TVA Intracommunautaire FR 434 030 9",403096670,FR 434 030 966 70,AB INBEV France,,FR35321336208,30056001910191221198059,,45 Jours Fin de Mois,,"[JULIE VERYSER] DEMAT
ITM OFR4 PACK CORONA 2E",227.0,2.0,20.0,75.67
5effd1ea9d87960df6161a25,,,,,,,,,eur,,,,,,,,,,,,,,,,
